Date      ,CAPE
1947-07-01,11.69644655
1947-08-01,11.33747236
1947-09-01,10.82746302
1947-10-01,11.13266204
1947-11-01,10.97540732
1947-12-01,10.68091253
1948-01-01,10.41934266
1948-02-01,9.999761169
1948-03-01,10.18668061
1948-04-01,10.77948448
1948-05-01,11.2410327
1948-06-01,11.58389576
1948-07-01,11.13462174
1948-08-01,10.72355666
1948-09-01,10.55301369
1948-10-01,10.82540981
1948-11-01,10.24809621
1948-12-01,10.15965294
1949-01-01,10.24828576
1949-02-01,9.872517141
1949-03-01,9.901332491
1949-04-01,9.783639868
1949-05-01,9.692295086
1949-06-01,9.067718943
1949-07-01,9.605038093
1949-08-01,9.851348638
1949-09-01,9.884048362
1949-10-01,10.16985084
1949-11-01,10.21586101
1949-12-01,10.5293309
1950-01-01,10.7457333
1950-02-01,10.91156407
1950-03-01,10.91094652
1950-04-01,11.1780216
1950-05-01,11.4615431
1950-06-01,11.55412614
1950-07-01,10.53974566
1950-08-01,11.04061167
1950-09-01,11.3373911
1950-10-01,11.66244404
1950-11-01,11.54217339
1950-12-01,11.30666579
1951-01-01,11.89575984
1951-02-01,12.14150737
1951-03-01,11.84162649
1951-04-01,11.9510972
1951-05-01,11.86387541
1951-06-01,11.61566486
1951-07-01,11.77819009
1951-08-01,12.25698908
1951-09-01,12.44495316
1951-10-01,12.3094579
1951-11-01,11.85203062
1951-12-01,12.14707257
1952-01-01,12.52705975
1952-02-01,12.36411935
1952-03-01,12.36233909
1952-04-01,12.24272868
1952-05-01,12.20047876
1952-06-01,12.44788158
1952-07-01,12.66911289
1952-08-01,12.67837824
1952-09-01,12.43467802
1952-10-01,12.13118356
1952-11-01,12.47346977
1952-12-01,12.93396431
1953-01-01,13.01077345
1953-02-01,12.85934688
1953-03-01,12.83481934
1953-04-01,12.16390145
1953-05-01,12.14197079
1953-06-01,11.62440789
1953-07-01,11.75020165
1953-08-01,11.7150762
1953-09-01,11.13934936
1953-10-01,11.39193477
1953-11-01,11.64407027
1953-12-01,11.75444918
1954-01-01,12.00265055
1954-02-01,12.21505249
1954-03-01,12.4201053
1954-04-01,12.90786818
1954-05-01,13.31204224
1954-06-01,13.3578859
1954-07-01,13.83300956
1954-08-01,14.04211235
1954-09-01,14.35647414
1954-10-01,14.61923194
1954-11-01,15.1173117
1954-12-01,15.789062
1955-01-01,15.99078106
1955-02-01,16.43772822
1955-03-01,16.21928295
1955-04-01,16.68526663
1955-05-01,16.51805783
1955-06-01,17.37009196
1955-07-01,18.45403191
1955-08-01,18.22232646
1955-09-01,18.84396065
1955-10-01,17.77232579
1955-11-01,18.83555929
1955-12-01,18.94236904
1956-01-01,18.29258539
1956-02-01,18.26611682
1956-03-01,19.3712101
1956-04-01,19.37059363
1956-05-01,18.54450659
1956-06-01,18.15816385
1956-07-01,18.8567976
1956-08-01,18.67093711
1956-09-01,17.8366408
1956-10-01,17.41895295
1956-11-01,17.12033974
1956-12-01,17.19752273
1957-01-01,16.71778008
1957-02-01,15.84373314
1957-03-01,15.90041711
1957-04-01,16.12370436
1957-05-01,16.59811079
1957-06-01,16.72991887
1957-07-01,16.86888238
1957-08-01,15.86894273
1957-09-01,15.15727449
1957-10-01,14.14945149
1957-11-01,13.73624224
1957-12-01,13.67324606
1958-01-01,13.78843155
1958-02-01,13.78490639
1958-03-01,13.92558992
1958-04-01,13.91350177
1958-05-01,14.32382497
1958-06-01,14.63555555
1958-07-01,14.9574571
1958-08-01,15.54456689
1958-09-01,15.93192318
1958-10-01,16.55980331
1958-11-01,16.98888358
1958-12-01,17.35835737
1959-01-01,17.98033934
1959-02-01,17.75916926
1959-03-01,18.20087185
1959-04-01,18.43075305
1959-05-01,18.69272144
1959-06-01,18.4485914
1959-07-01,19.09053398
1959-08-01,18.95880364
1959-09-01,18.12329056
1959-10-01,18.02196244
1959-11-01,18.07178913
1959-12-01,18.62472898
1960-01-01,18.33828499
1960-02-01,17.54527511
1960-03-01,17.28602072
1960-04-01,17.42976695
1960-05-01,17.25617058
1960-06-01,17.82336382
1960-07-01,17.37680647
1960-08-01,17.58211304
1960-09-01,17.05201547
1960-10-01,16.60510454
1960-11-01,17.14608845
1960-12-01,17.56209083
1961-01-01,18.47041699
1961-02-01,19.2340145
1961-03-01,19.84422527
1961-04-01,20.38284298
1961-05-01,20.59860684
1961-06-01,20.33241455
1961-07-01,20.14664374
1961-08-01,20.94168848
1961-09-01,20.70524304
1961-10-01,20.92419014
1961-11-01,21.85795772
1961-12-01,22.0414802
1962-01-01,21.1979314
1962-02-01,21.45168775
1962-03-01,21.44315857
1962-04-01,20.65833645
1962-05-01,19.0893675
1962-06-01,16.82757124
1962-07-01,17.14132566
1962-08-01,17.57126263
1962-09-01,17.32146115
1962-10-01,16.73982097
1962-11-01,17.85438649
1962-12-01,18.58583612
1963-01-01,19.25923169
1963-02-01,19.46919131
1963-03-01,19.28806461
1963-04-01,20.15007724
1963-05-01,20.50758586
1963-06-01,20.38414999
1963-07-01,19.96923189
1963-08-01,20.4726379
1963-09-01,20.96036009
1963-10-01,20.8913446
1963-11-01,20.72039934
1963-12-01,21.03859938
1964-01-01,21.6272162
1964-02-01,21.83267083
1964-03-01,22.16724559
1964-04-01,22.42219217
1964-05-01,22.57433077
1964-06-01,22.30028804
1964-07-01,22.98435185
1964-08-01,22.65040729
1964-09-01,22.89222198
1964-10-01,23.21215468
1964-11-01,23.22501979
1964-12-01,22.75298477
1965-01-01,23.26933508
1965-02-01,23.37206827
1965-03-01,23.2535282
1965-04-01,23.42055195
1965-05-01,23.70880831
1965-06-01,22.38534299
1965-07-01,22.30078171
1965-08-01,22.66597185
1965-09-01,23.37414683
1965-10-01,23.77574552
1965-11-01,23.92546116
1965-12-01,23.69411155
1966-01-01,24.05848339
1966-02-01,23.70002715
1966-03-01,22.61111258
1966-04-01,23.11369646
1966-05-01,21.85217798
1966-06-01,21.55525338
1966-07-01,21.38170201
1966-08-01,19.91390386
1966-09-01,19.16167625
1966-10-01,18.82540937
1966-11-01,19.71125121
1966-12-01,19.73647375
1967-01-01,20.43224213
1967-02-01,21.07444316
1967-03-01,21.4438986
1967-04-01,21.68602557
1967-05-01,21.94847739
1967-06-01,21.55209761
1967-07-01,21.80419625
1967-08-01,22.03062705
1967-09-01,22.21914549
1967-10-01,22.06819919
1967-11-01,21.26310297
1967-12-01,21.75159781
1968-01-01,21.5115359
1968-02-01,20.42499238
1968-03-01,19.93471131
1968-04-01,21.27735602
1968-05-01,21.63022714
1968-06-01,22.00462343
1968-07-01,21.75353742
1968-08-01,21.13776679
1968-09-01,21.68027563
1968-10-01,22.00460693
1968-11-01,22.19552923
1968-12-01,22.277873
1969-01-01,21.19496807
1969-02-01,20.8957299
1969-03-01,20.20228762
1969-04-01,20.42860808
1969-05-01,20.97225827
1969-06-01,19.71334158
1969-07-01,18.68170821
1969-08-01,18.42951559
1969-09-01,18.39804634
1969-10-01,18.44866203
1969-11-01,18.43776008
1969-12-01,17.32692991
1970-01-01,17.0905414
1970-02-01,16.37258679
1970-03-01,16.53169081
1970-04-01,15.87306782
1970-05-01,13.98383606
1970-06-01,13.7996918
1970-07-01,13.72649974
1970-08-01,14.10045652
1970-09-01,14.84266115
1970-10-01,15.0641854
1970-11-01,14.95076191
1970-12-01,15.87384069
1971-01-01,16.46179394
1971-02-01,17.03453478
1971-03-01,17.40290261
1971-04-01,17.92411045
1971-05-01,17.56415328
1971-06-01,17.08316688
1971-07-01,16.88941471
1971-08-01,16.51944944
1971-09-01,16.85679255
1971-10-01,16.42886271
1971-11-01,15.63871265
1971-12-01,16.60355721
1972-01-01,17.2629968
1972-02-01,17.46414761
1972-03-01,17.80564385
1972-04-01,17.91516168
1972-05-01,17.6626462
1972-06-01,17.64085732
1972-07-01,17.39869003
1972-08-01,17.94340469
1972-09-01,17.61385455
1972-10-01,17.53318385
1972-11-01,18.33889471
1972-12-01,18.64571944
1973-01-01,18.71253047
1973-02-01,17.8898896
1973-03-01,17.41214206
1973-04-01,16.93574007
1973-05-01,16.31433876
1973-06-01,15.80832305
1973-07-01,15.88951857
1973-08-01,15.27850109
1973-09-01,15.4753086
1973-10-01,15.91351631
1973-11-01,14.65184516
1973-12-01,13.49332969
1974-01-01,13.53072189
1974-02-01,12.95732128
1974-03-01,13.31036424
1974-04-01,12.55041105
1974-05-01,11.99543695
1974-06-01,11.88849882
1974-07-01,10.39414181
1974-08-01,9.824195723
1974-09-01,8.680421306
1974-10-01,8.744983834
1974-11-01,8.948984513
1974-12-01,8.289060056
1975-01-01,8.920995508
1975-02-01,9.762246716
1975-03-01,10.16379677
1975-04-01,10.23307614
1975-05-01,10.81813912
1975-06-01,11.01135461
1975-07-01,10.90276705
1975-08-01,10.08976959
1975-09-01,9.918905357
1975-10-01,10.32759978
1975-11-01,10.43585946
1975-12-01,10.25036842
1976-01-01,11.18505136
1976-02-01,11.58609299
1976-03-01,11.6317544
1976-04-01,11.68916413
1976-05-01,11.53205359
1976-06-01,11.54384163
1976-07-01,11.75749049
1976-08-01,11.597986
1976-09-01,11.80599095
1976-10-01,11.34569614
1976-11-01,11.24885586
1976-12-01,11.59758973
1977-01-01,11.43796135
1977-02-01,11.01484185
1977-03-01,10.89574651
1977-04-01,10.63603741
1977-05-01,10.54848669
1977-06-01,10.53002396
1977-07-01,10.56769245
1977-08-01,10.26838567
1977-09-01,10.06774282
1977-10-01,9.7666663
1977-11-01,9.766299984
1977-12-01,9.678266583
1978-01-01,9.241462261
1978-02-01,9.045263571
1978-03-01,8.950420078
1978-04-01,9.262588721
1978-05-01,9.634910729
1978-06-01,9.549678981
1978-07-01,9.425524048
1978-08-01,10.02397085
1978-09-01,9.941887473
1978-10-01,9.533608358
1978-11-01,8.928418902
1978-12-01,9.011941819
1979-01-01,9.257636919
1979-02-01,9.003740371
1979-03-01,9.07078503
1979-04-01,9.133063566
1979-05-01,8.79438329
1979-06-01,8.853937765
1979-07-01,8.827498046
1979-08-01,9.127165797
1979-09-01,9.112758991
1979-10-01,8.681843307
1979-11-01,8.518784303
1979-12-01,8.745204405
1980-01-01,8.850934181
1980-02-01,9.054476092
1980-03-01,8.081150901
1980-04-01,7.844024505
1980-05-01,8.104225807
1980-06-01,8.512077962
1980-07-01,8.880865527
1980-08-01,9.071005982
1980-09-01,9.196040132
1980-10-01,9.357841047
1980-11-01,9.654043663
1980-12-01,9.389902085
1981-01-01,9.259404531
1981-02-01,8.829899354
1981-03-01,9.081096884
1981-04-01,9.085561231
1981-05-01,8.818483467
1981-06-01,8.765340744
1981-07-01,8.445319468
1981-08-01,8.399806317
1981-09-01,7.581163052
1981-10-01,7.649141713
1981-11-01,7.810752566
1981-12-01,7.832562137
1982-01-01,7.388659973
1982-02-01,7.181823451
1982-03-01,6.950673794
1982-04-01,7.259072625
1982-05-01,7.192612484
1982-06-01,6.692133988
1982-07-01,6.6386531
1982-08-01,6.643422752
1982-09-01,7.3988382
1982-10-01,7.999840995
1982-11-01,8.347476938
1982-12-01,8.467738401
1983-01-01,8.756783224
1983-02-01,8.910493437
1983-03-01,9.232829705
1983-04-01,9.531581284
1983-05-01,9.874456505
1983-06-01,10.0001179
1983-07-01,10.014476
1983-08-01,9.728056936
1983-09-01,9.984202458
1983-10-01,10.0033918
1983-11-01,9.853581649
1983-12-01,9.815010904
1984-01-01,9.894931809
1984-02-01,9.324529646
1984-03-01,9.326747067
1984-04-01,9.305643405
1984-05-01,9.231831817
1984-06-01,9.010185512
1984-07-01,8.868302214
1984-08-01,9.623063257
1984-09-01,9.687341314
1984-10-01,9.595070703
1984-11-01,9.691973222
1984-12-01,9.595054801
1985-01-01,9.997001178
1985-02-01,10.49493517
1985-03-01,10.37321721
1985-04-01,10.39711872
1985-05-01,10.60812047
1985-06-01,10.81004985
1985-07-01,10.99756396
1985-08-01,10.73879981
1985-09-01,10.47123466
1985-10-01,10.55251698
1985-11-01,11.16461113
1985-12-01,11.69052147
1986-01-01,11.71500758
1986-02-01,12.3882191
1986-03-01,13.18902298
1986-04-01,13.55250417
1986-05-01,13.5600462
1986-06-01,13.88868863
1986-07-01,13.61999553
1986-08-01,13.88766755
1986-09-01,13.46731431
1986-10-01,13.42591886
1986-11-01,13.8729856
1986-12-01,14.08513981
1987-01-01,14.9222081
1987-02-01,15.82231814
1987-03-01,16.43334398
1987-04-01,16.19653445
1987-05-01,16.16031195
1987-06-01,16.82520731
1987-07-01,17.30600439
1987-08-01,18.32690725
1987-09-01,17.67562045
1987-10-01,15.53005556
1987-11-01,13.59088514
1987-12-01,13.38902851
1988-01-01,13.89833668
1988-02-01,14.29827096
1988-03-01,14.66894681
1988-04-01,14.43331642
1988-05-01,14.03189135
1988-06-01,14.76646865
1988-07-01,14.60831572
1988-08-01,14.24494631
1988-09-01,14.36942878
1988-10-01,14.81145015
1988-11-01,14.44553068
1988-12-01,14.70208675
1989-01-01,15.08807244
1989-02-01,15.46706046
1989-03-01,15.29896911
1989-04-01,15.68674266
1989-05-01,16.18635354
1989-06-01,16.64190424
1989-07-01,17.01340765
1989-08-01,17.73425144
1989-09-01,17.71422068
1989-10-01,17.64085385
1989-11-01,17.24236927
1989-12-01,17.6502129
1990-01-01,17.04884361
1990-02-01,16.50809352
1990-03-01,16.83374823
1990-04-01,16.8139139
1990-05-01,17.39241359
1990-06-01,17.81708282
1990-07-01,17.74717159
1990-08-01,16.16833476
1990-09-01,15.30128544
1990-10-01,14.81814797
1990-11-01,15.1876076
1990-12-01,15.84631497
1991-01-01,15.60619012
1991-02-01,17.35466475
1991-03-01,17.81862008
1991-04-01,18.1553459
1991-05-01,18.03543091
1991-06-01,18.01522704
1991-07-01,18.10345235
1991-08-01,18.51225846
1991-09-01,18.35728259
1991-10-01,18.34918799
1991-11-01,18.28886817
1991-12-01,18.44165231
1992-01-01,19.77306821
1992-02-01,19.58298297
1992-03-01,19.28356186
1992-04-01,19.30122951
1992-05-01,19.6622798
1992-06-01,19.31536597
1992-07-01,19.62074069
1992-08-01,19.7221375
1992-09-01,19.70876642
1992-10-01,19.37027108
1992-11-01,19.83365604
1992-12-01,20.44860672
1993-01-01,20.3234108
1993-02-01,20.54533679
1993-03-01,20.85520015
1993-04-01,20.45736202
1993-05-01,20.51760563
1993-06-01,20.60835701
1993-07-01,20.56459641
1993-08-01,20.81222755
1993-09-01,20.99350101
1993-10-01,21.10917825
1993-11-01,21.03790119
1993-12-01,21.16473208
1994-01-01,21.41197491
1994-02-01,21.26384019
1994-03-01,20.83337589
1994-04-01,20.05525009
1994-05-01,20.19649242
1994-06-01,20.29076369
1994-07-01,20.06795182
1994-08-01,20.5355494
1994-09-01,20.5764501
1994-10-01,20.39575928
1994-11-01,20.20947302
1994-12-01,19.91148411
1995-01-01,20.21911942
1995-02-01,20.80257176
1995-03-01,21.1527373
1995-04-01,21.64273926
1995-05-01,22.1954267
1995-06-01,22.71835676
1995-07-01,23.37641269
1995-08-01,23.28407026
1995-09-01,23.94600708
1995-10-01,23.92676276
1995-11-01,24.34758688
1995-12-01,25.02738066
1996-01-01,24.76246519
1996-02-01,25.97606555
1996-03-01,25.6299304
1996-04-01,25.42420385
1996-05-01,25.81404383
1996-06-01,25.96667356
1996-07-01,24.85841133
1996-08-01,25.41252912
1996-09-01,25.68011551
1996-10-01,26.48346772
1996-11-01,27.58561205
1996-12-01,27.72394616
1997-01-01,28.33287013
1997-02-01,29.26563488
1997-03-01,28.80245859
1997-04-01,27.58516034
1997-05-01,29.92836222
1997-06-01,31.25656062
1997-07-01,32.76663769
1997-08-01,32.58628349
1997-09-01,32.66658134
1997-10-01,32.90149818
1997-11-01,32.33660053
1997-12-01,33.03078904
1998-01-01,32.85996842
1998-02-01,34.70967778
1998-03-01,36.29692774
1998-04-01,37.27693404
1998-05-01,36.95659852
1998-06-01,36.80229346
1998-07-01,38.25964509
1998-08-01,35.42340102
1998-09-01,33.53235698
1998-10-01,33.77310288
1998-11-01,37.36939188
1998-12-01,38.82027478
1999-01-01,40.57695768
1999-02-01,40.40015923
1999-03-01,41.35610363
1999-04-01,42.70450952
1999-05-01,42.55667671
1999-06-01,42.18067591
1999-07-01,43.82803599
1999-08-01,41.93071216
1999-09-01,41.32345133
1999-10-01,40.5528544
1999-11-01,43.20829071
1999-12-01,44.19793976
2000-01-01,43.77257815
2000-02-01,42.18563589
2000-03-01,43.22074844
2000-04-01,43.52857429
2000-05-01,41.9660505
2000-06-01,42.78197157
2000-07-01,42.75809362
2000-08-01,42.86956549
2000-09-01,41.89800792
2000-10-01,39.36969904
2000-11-01,38.78214246
2000-12-01,37.274238
2001-01-01,36.978868
2001-02-01,35.83466265
2001-03-01,32.32583724
2001-04-01,32.17390117
2001-05-01,34.07464322
2001-06-01,33.06853441
2001-07-01,32.16303869
2001-08-01,31.40431876
2001-09-01,27.66739259
2001-10-01,28.57737311
2001-11-01,30.00510381
2001-12-01,30.49995326
2002-01-01,30.27720443
2002-02-01,29.08570415
2002-03-01,30.29213064
2002-04-01,29.00588325
2002-05-01,28.12810751
2002-06-01,26.38767254
2002-07-01,23.46312047
2002-08-01,23.58871353
2002-09-01,22.3650368
2002-10-01,21.95623386
2002-11-01,23.3483965
2002-12-01,23.10144254
2003-01-01,22.89834858
2003-02-01,21.21410212
2003-03-01,21.30971903
2003-04-01,22.42793958
2003-05-01,23.59108045
2003-06-01,24.83222326
2003-07-01,24.8673291
2003-08-01,24.64225141
2003-09-01,25.24368675
2003-10-01,25.68275607
2003-11-01,25.94679822
2003-12-01,26.63517051
2004-01-01,27.65854036
2004-02-01,27.65086204
2004-03-01,26.88653038
2004-04-01,26.90057751
2004-05-01,25.90281429
2004-06-01,26.40128537
2004-07-01,25.69588865
2004-08-01,25.17446223
2004-09-01,25.66840678
2004-10-01,25.41165567
2004-11-01,26.46531081
2004-12-01,27.14480869
2005-01-01,26.5872507
2005-02-01,26.74486313
2005-03-01,26.33914213
2005-04-01,25.40892257
2005-05-01,25.65023019
2005-06-01,26.06839487
2005-07-01,26.28787109
2005-08-01,26.10438141
2005-09-01,25.73012299
2005-10-01,24.87653872
2005-11-01,25.93178331
2005-12-01,26.44380311
2006-01-01,26.46870263
2006-02-01,26.24962476
2006-03-01,26.32783778
2006-04-01,26.14728094
2006-05-01,25.65064071
2006-06-01,24.74958224
2006-07-01,24.69678677
2006-08-01,25.05139356
2006-09-01,25.64415644
2006-10-01,26.53804028
2006-11-01,26.92802027
2006-12-01,27.28268979
2007-01-01,27.20753666
2007-02-01,27.31518141
2007-03-01,26.22760555
2007-04-01,26.97626831
2007-05-01,27.54849045
2007-06-01,27.41826274
2007-07-01,27.41008817
2007-08-01,26.14860719
2007-09-01,26.72574305
2007-10-01,27.32064813
2007-11-01,25.72905358
2007-12-01,25.95551011
2008-01-01,24.02231776
2008-02-01,23.4952634
2008-03-01,22.60681084
2008-04-01,23.35604064
2008-05-01,23.69643212
2008-06-01,22.4168128
2008-07-01,20.90720646
2008-08-01,21.40161736
2008-09-01,20.36273395
2008-10-01,16.38735655
2008-11-01,15.25965941
2008-12-01,15.37608075
2009-01-01,15.17465194
2009-02-01,14.1221818
2009-03-01,13.32366766
2009-04-01,14.98186645
2009-05-01,15.99635576
2009-06-01,16.38418282
2009-07-01,16.69462082
2009-08-01,18.0940698
2009-09-01,18.83190226
2009-10-01,19.35800844
2009-11-01,19.81276108
2009-12-01,20.3223765
2010-01-01,20.5278598
2010-02-01,19.92053931
2010-03-01,21.00460121
2010-04-01,21.8048456
2010-05-01,20.48006864
2010-06-01,19.74203985
2010-07-01,19.66866047
2010-08-01,19.77029917
2010-09-01,20.38139523
2010-10-01,21.24012765
2010-11-01,21.70072383
2010-12-01,22.39637977
2011-01-01,22.97829943
2011-02-01,23.4898287
2011-03-01,22.89933643
2011-04-01,23.14392945
2011-05-01,23.05949151
2011-06-01,22.10083129
2011-07-01,22.6109817
2011-08-01,20.04985272
2011-09-01,19.69811457
2011-10-01,20.15582479
2011-11-01,20.3452468
2011-12-01,20.5235755
2012-01-01,21.21300809
2012-02-01,21.79743596
2012-03-01,22.05394397
2012-04-01,21.77924691
2012-05-01,20.94146742
2012-06-01,20.54750409
2012-07-01,20.99934129
2012-08-01,21.41042845
2012-09-01,21.7836903
2012-10-01,21.57710965
2012-11-01,20.89816206
2012-12-01,21.23826114
2013-01-01,21.90047541
2013-02-01,22.05272434
2013-03-01,22.41920711
2013-04-01,22.5956554
2013-05-01,23.41184178
2013-06-01,22.92533317
2013-07-01,23.49246018
2013-08-01,23.35664909
2013-09-01,23.44228717
2013-10-01,23.83473789
2013-11-01,24.64207709
2013-12-01,24.8618693
2014-01-01,24.85960909
2014-02-01,24.59093088
2014-03-01,24.95603915
2014-04-01,24.7863154
2014-05-01,24.94327411
2014-06-01,25.55800762
2014-07-01,25.81754598
2014-08-01,25.61760642
2014-09-01,25.91843689
2014-10-01,25.16274828
2014-11-01,26.60681715
2014-12-01,26.79408548
2015-01-01,26.49229542
2015-02-01,26.9955137
2015-03-01,26.72860545
2015-04-01,26.79137168
2015-05-01,26.80611138
2015-06-01,26.49589529
2015-07-01,26.38113634
2015-08-01,25.69365842
2015-09-01,24.49675217
2015-10-01,25.49144105
2015-11-01,26.22585189
2015-12-01,25.96542404
2016-01-01,24.2061672
2016-02-01,24.00260678
2016-03-01,25.37229862
2016-04-01,25.92233754
2016-05-01,25.69470992
2016-06-01,25.84037293
2016-07-01,26.69400326
2016-08-01,26.94887243
2016-09-01,26.72787335
2016-10-01,26.52514309
2016-11-01,26.85095353
2016-12-01,27.86509822
2017-01-01,28.06357374
2017-02-01,28.65510653
2017-03-01,29.08692174
2017-04-01,28.90424596
2017-05-01,29.31334498
2017-06-01,29.74850324
2017-07-01,30.00222074
2017-08-01,29.9149594
2017-09-01,30.16811441
2017-10-01,30.92039329
2017-11-01,31.29891333
2017-12-01,32.08613201
2018-01-01,33.30734383
2018-02-01,32.03538234
2018-03-01,31.80840906
2018-04-01,30.97017929
2018-05-01,31.24361507
2018-06-01,31.6305565
2018-07-01,31.88636696
2018-08-01,32.39027688
2018-09-01,32.62289112
2018-10-01,31.03796108
2018-11-01,30.19558341
2018-12-01,28.29185701
2019-01-01,28.38016446
2019-02-01,29.54154897
2019-03-01,29.57619601
2019-04-01,30.13351717
2019-05-01,29.24203094
2019-06-01,29.28379628
2019-07-01,29.98668534
2019-08-01,28.70539737
2019-09-01,29.22952023
2019-10-01,28.84112288
2019-11-01,29.83686766
2019-12-01,30.33182232
2020-01-01,30.9852203
2020-02-01,30.7914793
2020-03-01,24.89979362
2020-04-01,25.88242837